rm,time
1447.9,2021-11-18T14:55:13.7+00:00
1448.6,2021-11-18T14:59:13.787+00:00
1452.1,2021-11-18T15:03:13.806+00:00
1447.8,2021-11-18T15:07:13.85+00:00
1447.0,2021-11-18T15:11:14.104+00:00
1442.3,2021-11-18T15:15:14.229+00:00
1449.3,2021-11-18T15:19:14.098+00:00
1445.8,2021-11-18T15:23:13.768+00:00
1449.3,2021-11-18T15:27:13.969+00:00
1451.5,2021-11-18T15:31:13.73+00:00
1449.1,2021-11-18T15:35:13.859+00:00
1438.2,2021-11-18T15:39:17.201+00:00
1440.5,2021-11-18T15:43:14.018+00:00
1442.2,2021-11-18T15:47:14.23+00:00
1446.5,2021-11-18T15:51:13.732+00:00
1451.0,2021-11-18T15:55:14.023+00:00
1457.9,2021-11-18T15:59:13.704+00:00
1454.1,2021-11-18T16:03:13.806+00:00
1454.1,2021-11-18T16:07:14.005+00:00
1452.9,2021-11-18T16:11:13.999+00:00
1447.1,2021-11-18T16:15:15.147+00:00
1437.4,2021-11-18T16:19:13.99+00:00
1431.5,2021-11-18T16:23:13.902+00:00
1433.5,2021-11-18T16:27:14.204+00:00
1442.8,2021-11-18T16:31:17.149+00:00
1450.2,2021-11-18T16:35:13.999+00:00
1457.2,2021-11-18T16:39:13.845+00:00
1454.0,2021-11-18T16:43:13.999+00:00
1451.9,2021-11-18T16:47:13.958+00:00
1444.2,2021-11-18T16:51:13.962+00:00
1441.7,2021-11-18T16:55:13.932+00:00
1446.8,2021-11-18T16:59:14.14+00:00
1449.9,2021-11-18T17:03:14.188+00:00
1443.1,2021-11-18T17:07:14.076+00:00
1444.2,2021-11-18T17:11:14.053+00:00
1444.6,2021-11-18T17:15:14.198+00:00
1439.2,2021-11-18T17:19:13.958+00:00
1438.4,2021-11-18T17:23:14.152+00:00
1443.1,2021-11-18T17:27:14.119+00:00
1442.7,2021-11-18T17:31:13.999+00:00
1444.9,2021-11-18T17:35:14.087+00:00
1447.5,2021-11-18T17:39:14.423+00:00
1442.3,2021-11-18T17:43:14.156+00:00
1445.7,2021-11-18T17:47:14.251+00:00
1448.2,2021-11-18T17:51:15.201+00:00
1456.9,2021-11-18T17:55:14.237+00:00
1458.6,2021-11-18T17:59:14.297+00:00
1458.5,2021-11-18T18:03:14.092+00:00
1451.0,2021-11-18T18:07:14.148+00:00
1447.9,2021-11-18T18:11:14.379+00:00
1452.0,2021-11-18T18:15:14.906+00:00
1454.5,2021-11-18T18:19:21.003+00:00
1449.7,2021-11-18T18:23:14.187+00:00
1455.1,2021-11-18T18:27:14.729+00:00
1454.6,2021-11-18T18:31:14.413+00:00
1452.7,2021-11-18T18:35:14.223+00:00
1447.2,2021-11-18T18:46:14.335+00:00
1444.8,2021-11-18T18:50:14.514+00:00
1448.0,2021-11-18T18:54:14.194+00:00
1448.4,2021-11-18T18:58:14.214+00:00
1432.3,2021-11-18T19:02:14.307+00:00
1421.7,2021-11-18T19:06:14.648+00:00
1419.7,2021-11-18T19:10:14.213+00:00
1430.6,2021-11-18T19:14:14.221+00:00
1445.0,2021-11-18T19:18:14.506+00:00
1449.6,2021-11-18T19:22:18.518+00:00
1442.4,2021-11-18T19:26:17.139+00:00
1441.9,2021-11-18T19:31:15.107+00:00
1441.6,2021-11-18T19:35:14.99+00:00
1433.9,2021-11-18T19:39:14.375+00:00
1425.4,2021-11-18T19:45:14.313+00:00
1424.7,2021-11-18T19:49:14.337+00:00
1431.2,2021-11-18T19:53:14.28+00:00
1431.0,2021-11-18T19:57:14.194+00:00
1429.7,2021-11-18T20:01:14.309+00:00
1435.4,2021-11-18T20:05:14.374+00:00
1438.5,2021-11-18T20:09:14.214+00:00
1434.6,2021-11-18T20:13:14.315+00:00
1436.7,2021-11-18T20:21:14.31+00:00
1437.1,2021-11-18T20:25:14.57+00:00
1453.5,2021-11-18T20:31:14.404+00:00
1449.4,2021-11-18T20:35:14.366+00:00
1431.2,2021-11-18T20:39:14.355+00:00
1433.9,2021-11-18T20:43:14.344+00:00
1432.5,2021-11-18T20:47:14.311+00:00
1430.0,2021-11-18T20:51:14.389+00:00
1427.2,2021-11-18T20:55:16.523+00:00
1424.3,2021-11-18T20:59:14.368+00:00
1411.3,2021-11-18T21:03:14.596+00:00
1411.0,2021-11-18T21:07:14.485+00:00
1422.0,2021-11-18T21:11:15.08+00:00
1427.5,2021-11-18T21:15:15.579+00:00
1420.8,2021-11-18T21:19:14.462+00:00
1415.1,2021-11-18T21:23:14.44+00:00
1410.7,2021-11-18T21:27:14.39+00:00
1420.8,2021-11-18T21:31:14.461+00:00
1430.3,2021-11-18T21:35:14.466+00:00
1420.5,2021-11-18T21:39:14.438+00:00
1414.3,2021-11-18T21:43:14.439+00:00
1409.9,2021-11-18T21:47:14.429+00:00
1409.4,2021-11-18T21:51:14.51+00:00
1415.3,2021-11-18T21:55:14.538+00:00
1415.8,2021-11-18T21:59:14.462+00:00
1414.5,2021-11-18T22:03:14.604+00:00
1412.1,2021-11-18T22:07:14.473+00:00
1415.3,2021-11-18T22:11:14.583+00:00
1411.2,2021-11-18T22:15:14.57+00:00
1408.8,2021-11-18T22:19:14.48+00:00
1413.7,2021-11-18T22:23:14.477+00:00
1410.4,2021-11-18T22:27:14.557+00:00
1419.5,2021-11-18T22:31:14.471+00:00
1420.1,2021-11-18T22:35:14.506+00:00
1426.9,2021-11-18T22:39:14.556+00:00
1424.1,2021-11-18T22:43:14.57+00:00
1422.1,2021-11-18T22:47:14.713+00:00
1409.0,2021-11-18T22:51:14.573+00:00
1411.0,2021-11-18T22:55:14.563+00:00
1406.6,2021-11-18T22:59:14.627+00:00
1408.1,2021-11-18T23:03:14.595+00:00
1412.4,2021-11-18T23:07:14.639+00:00
1412.7,2021-11-18T23:11:14.571+00:00
1415.5,2021-11-18T23:15:14.58+00:00
1408.4,2021-11-18T23:19:14.589+00:00
1404.6,2021-11-18T23:23:14.592+00:00
1405.1,2021-11-18T23:27:14.673+00:00
1412.0,2021-11-18T23:31:14.661+00:00
1415.9,2021-11-18T23:35:14.667+00:00
1411.4,2021-11-18T23:39:14.659+00:00
1411.0,2021-11-18T23:43:14.679+00:00
1406.0,2021-11-18T23:47:14.746+00:00
1406.9,2021-11-18T23:51:14.677+00:00
1404.4,2021-11-18T23:55:14.672+00:00
1407.2,2021-11-18T23:59:14.67+00:00
1406.9,2021-11-19T00:03:14.712+00:00
1403.0,2021-11-19T00:07:14.754+00:00
1403.4,2021-11-19T00:11:14.746+00:00
1403.5,2021-11-19T00:15:14.756+00:00
1403.1,2021-11-19T00:19:14.851+00:00
1400.0,2021-11-19T00:23:14.769+00:00
1395.4,2021-11-19T00:27:14.885+00:00
1397.9,2021-11-19T00:31:14.78+00:00
1404.9,2021-11-19T00:35:14.79+00:00
1407.7,2021-11-19T00:39:14.901+00:00
1403.3,2021-11-19T00:43:14.796+00:00
1400.1,2021-11-19T00:47:14.868+00:00
1400.3,2021-11-19T00:51:14.774+00:00
1404.7,2021-11-19T00:55:14.867+00:00
1402.1,2021-11-19T00:59:15.047+00:00
1407.3,2021-11-19T01:03:14.783+00:00
1403.8,2021-11-19T01:07:15.109+00:00
1395.1,2021-11-19T01:11:14.957+00:00
1388.5,2021-11-19T01:15:15.022+00:00
1390.9,2021-11-19T01:19:14.869+00:00
1394.6,2021-11-19T01:23:15.184+00:00
1402.5,2021-11-19T01:27:14.889+00:00
1396.8,2021-11-19T01:31:14.934+00:00
1387.3,2021-11-19T01:35:14.898+00:00
1387.3,2021-11-19T01:39:14.976+00:00
1389.0,2021-11-19T01:43:14.868+00:00
1392.2,2021-11-19T01:47:14.944+00:00
1397.4,2021-11-19T01:51:14.894+00:00
1397.5,2021-11-19T01:55:14.962+00:00
1396.9,2021-11-19T01:59:14.98+00:00
1400.0,2021-11-19T02:03:14.97+00:00
1400.1,2021-11-19T02:07:15.088+00:00
1401.4,2021-11-19T02:11:14.971+00:00
1397.1,2021-11-19T02:15:14.984+00:00
1391.8,2021-11-19T02:19:14.979+00:00
1394.3,2021-11-19T02:23:15.002+00:00
1397.6,2021-11-19T02:27:15.094+00:00
1400.3,2021-11-19T02:31:14.978+00:00
1398.6,2021-11-19T02:36:27.2+00:00
1392.4,2021-11-19T02:40:20.954+00:00
1396.8,2021-11-19T02:44:15.659+00:00
1403.6,2021-11-19T02:49:16.181+00:00
1405.5,2021-11-19T02:54:15.565+00:00
1401.0,2021-11-19T02:58:16.677+00:00
1393.6,2021-11-19T03:02:15.471+00:00
1395.2,2021-11-19T03:06:15.289+00:00
1397.4,2021-11-19T03:10:15.186+00:00
1404.3,2021-11-19T03:14:16.567+00:00
1397.1,2021-11-19T03:18:15.724+00:00
1396.9,2021-11-19T03:22:15.265+00:00
1387.5,2021-11-19T03:29:15.964+00:00
1393.5,2021-11-19T03:33:18.971+00:00
1397.0,2021-11-19T03:37:15.355+00:00
1406.3,2021-11-19T03:41:15.754+00:00
1402.3,2021-11-19T03:45:16.178+00:00
1404.5,2021-11-19T03:49:16.385+00:00
1407.6,2021-11-19T03:53:17.779+00:00
1413.1,2021-11-19T03:57:15.437+00:00
1410.9,2021-11-19T04:01:15.277+00:00
1404.4,2021-11-19T04:05:15.281+00:00
1405.2,2021-11-19T04:09:15.271+00:00
1411.2,2021-11-19T04:13:15.295+00:00
1408.3,2021-11-19T04:17:15.371+00:00
1394.1,2021-11-19T04:21:15.484+00:00
1394.5,2021-11-19T04:25:15.365+00:00
1397.9,2021-11-19T04:29:15.388+00:00
1397.5,2021-11-19T04:33:15.47+00:00
1396.7,2021-11-19T04:37:15.42+00:00
1397.9,2021-11-19T04:41:15.334+00:00
1404.6,2021-11-19T04:45:15.371+00:00
1403.9,2021-11-19T04:49:15.357+00:00
1407.2,2021-11-19T04:53:15.358+00:00
1413.3,2021-11-19T04:57:15.469+00:00
1408.7,2021-11-19T05:01:15.637+00:00
1401.0,2021-11-19T05:05:15.374+00:00
1402.8,2021-11-19T05:09:15.523+00:00
1413.9,2021-11-19T05:13:15.488+00:00
1412.7,2021-11-19T05:17:15.778+00:00
1429.9,2021-11-19T07:18:25.194+00:00
1436.0,2021-11-19T08:39:15.884+00:00
1431.5,2021-11-19T08:43:15.895+00:00
1420.7,2021-11-19T08:47:15.996+00:00
1430.7,2021-11-19T08:51:15.905+00:00
1432.4,2021-11-19T08:55:15.88+00:00
1434.7,2021-11-19T08:59:15.895+00:00
1433.2,2021-11-19T09:03:16.01+00:00
1421.6,2021-11-19T09:07:17.68+00:00
1425.5,2021-11-19T09:14:21.584+00:00
1424.2,2021-11-19T09:18:16.797+00:00
1434.9,2021-11-19T09:22:16.295+00:00
1442.9,2021-11-19T09:26:16.074+00:00
1445.4,2021-11-19T09:30:17.385+00:00
1445.2,2021-11-19T09:34:18.675+00:00
1448.0,2021-11-19T09:38:27.787+00:00
1457.9,2021-11-19T09:42:17.379+00:00
1454.4,2021-11-19T09:46:20.32+00:00
1454.9,2021-11-19T09:50:18.211+00:00
1461.6,2021-11-19T09:54:16.904+00:00
1455.1,2021-11-19T09:58:16.7+00:00
1454.4,2021-11-19T10:02:20.905+00:00
1448.4,2021-11-19T10:06:17.331+00:00
1447.4,2021-11-19T10:10:16.837+00:00
1436.3,2021-11-19T10:14:16.884+00:00
1430.5,2021-11-19T10:18:19.599+00:00
1429.6,2021-11-19T10:22:17.203+00:00
1441.5,2021-11-19T10:26:19.59+00:00
1448.3,2021-11-19T10:30:29.794+00:00
1455.4,2021-11-19T10:34:17.558+00:00
1457.3,2021-11-19T10:38:17.39+00:00
1452.1,2021-11-19T10:42:19.886+00:00
1437.5,2021-11-19T10:46:21.601+00:00
1429.9,2021-11-19T10:50:17.495+00:00
1427.1,2021-11-19T10:54:20.311+00:00
1428.6,2021-11-19T10:59:27.999+00:00
1439.0,2021-11-19T11:03:19.283+00:00
1440.9,2021-11-19T11:07:21.925+00:00
1453.3,2021-11-19T11:11:18.297+00:00
1452.9,2021-11-19T11:15:17.336+00:00
1453.0,2021-11-19T11:19:17.209+00:00
1458.5,2021-11-19T11:23:16.795+00:00
1465.4,2021-11-19T11:27:16.606+00:00
1467.4,2021-11-19T11:31:16.343+00:00
1460.3,2021-11-19T11:35:17.153+00:00
1449.0,2021-11-19T11:39:16.59+00:00
1443.3,2021-11-19T11:43:16.704+00:00
1445.0,2021-11-19T11:47:16.61+00:00
1450.0,2021-11-19T11:51:16.522+00:00
1455.4,2021-11-19T11:55:16.397+00:00
1455.7,2021-11-19T14:26:26.985+00:00
1457.8,2021-11-19T14:30:22.823+00:00
1466.0,2021-11-19T14:34:17.034+00:00
1455.3,2021-11-19T14:48:22.601+00:00
1448.4,2021-11-19T15:19:16.899+00:00
1450.6,2021-11-19T15:23:16.901+00:00
1458.0,2021-11-19T15:27:16.869+00:00
1465.1,2021-11-19T15:31:16.957+00:00
1460.7,2021-11-19T15:35:16.91+00:00
1461.5,2021-11-19T15:39:17.101+00:00
1458.1,2021-11-19T15:43:16.908+00:00
1443.6,2021-11-19T15:47:16.933+00:00
1442.5,2021-11-19T15:51:16.984+00:00
1441.6,2021-11-19T15:55:16.985+00:00
1453.1,2021-11-19T15:59:16.99+00:00
1450.9,2021-11-19T16:03:17.005+00:00
1446.4,2021-11-19T16:07:17.018+00:00
1440.0,2021-11-19T16:11:17.063+00:00
1443.5,2021-11-19T16:15:17.004+00:00
1444.7,2021-11-19T16:19:17.094+00:00
1446.5,2021-11-19T16:23:16.994+00:00
1440.9,2021-11-19T16:27:16.992+00:00
1434.6,2021-11-19T16:31:17.034+00:00
1429.7,2021-11-19T16:35:17.159+00:00
1427.1,2021-11-19T16:39:17.414+00:00
1430.1,2021-11-19T16:43:16.983+00:00
1447.3,2021-11-19T16:47:17.08+00:00
1452.4,2021-11-19T16:51:17.11+00:00
1448.6,2021-11-19T16:55:17.09+00:00
1442.8,2021-11-19T16:59:17.12+00:00
1441.0,2021-11-19T17:03:17.131+00:00
1443.1,2021-11-19T17:07:17.123+00:00
1434.4,2021-11-19T17:12:17.102+00:00
1434.9,2021-11-19T17:16:17.109+00:00
1432.0,2021-11-19T17:20:17.223+00:00
1433.4,2021-11-19T17:24:17.21+00:00
1432.6,2021-11-19T17:28:17.123+00:00
1433.0,2021-11-19T17:32:17.099+00:00
1439.1,2021-11-19T17:36:17.237+00:00
1442.0,2021-11-19T17:40:17.191+00:00
1441.4,2021-11-19T17:44:17.187+00:00
1438.6,2021-11-19T17:48:20.415+00:00
1437.7,2021-11-19T17:52:17.237+00:00
1432.3,2021-11-19T17:56:17.344+00:00
1432.5,2021-11-19T18:00:17.221+00:00
1429.6,2021-11-19T18:04:17.296+00:00
1430.5,2021-11-19T18:08:19.521+00:00
1436.0,2021-11-19T18:12:17.21+00:00
1439.4,2021-11-19T18:16:17.19+00:00
1437.4,2021-11-19T18:20:17.327+00:00
1432.3,2021-11-19T18:24:17.307+00:00
1422.7,2021-11-19T18:28:17.285+00:00
1434.7,2021-11-19T18:32:17.311+00:00
1447.4,2021-11-19T18:36:17.372+00:00
1450.7,2021-11-19T18:40:17.517+00:00
1445.3,2021-11-19T18:44:17.329+00:00
1438.4,2021-11-19T18:48:17.332+00:00
1439.5,2021-11-19T18:52:17.34+00:00
1432.7,2021-11-19T18:56:17.285+00:00
1432.1,2021-11-19T19:00:17.377+00:00
1433.1,2021-11-19T19:04:17.407+00:00
1429.2,2021-11-19T19:08:17.48+00:00
1424.0,2021-11-19T19:12:17.429+00:00
1423.2,2021-11-19T19:16:17.407+00:00
1425.9,2021-11-19T19:20:17.404+00:00
1423.3,2021-11-19T19:24:17.513+00:00
1426.5,2021-11-19T19:28:17.375+00:00
1429.5,2021-11-19T19:32:17.416+00:00
1428.9,2021-11-19T19:36:17.469+00:00
1433.2,2021-11-19T19:40:17.392+00:00
1432.6,2021-11-19T19:44:17.479+00:00
1412.3,2021-11-19T19:48:17.478+00:00
1407.6,2021-11-19T19:52:17.453+00:00
1422.4,2021-11-19T19:56:17.477+00:00
1440.2,2021-11-19T20:00:17.428+00:00
1446.9,2021-11-19T20:04:17.553+00:00
1447.0,2021-11-19T20:08:17.49+00:00
1444.4,2021-11-19T20:12:17.6+00:00
1437.1,2021-11-19T20:16:17.508+00:00
1430.8,2021-11-19T20:20:17.676+00:00
1426.5,2021-11-19T20:24:17.487+00:00
1418.2,2021-11-19T20:28:17.582+00:00
1425.6,2021-11-19T20:32:17.573+00:00
1423.9,2021-11-19T20:36:17.517+00:00
1421.4,2021-11-19T20:40:17.514+00:00
1422.2,2021-11-19T20:44:17.582+00:00
1421.2,2021-11-19T20:48:17.587+00:00
1419.1,2021-11-19T20:52:17.665+00:00
1421.1,2021-11-19T20:56:17.574+00:00
1417.8,2021-11-19T21:00:17.601+00:00
1417.0,2021-11-19T21:04:17.615+00:00
1422.4,2021-11-19T21:08:17.949+00:00
1425.0,2021-11-19T21:12:17.9+00:00
1416.3,2021-11-19T21:16:17.612+00:00
1419.1,2021-11-19T21:20:17.729+00:00
1430.1,2021-11-19T21:24:17.746+00:00
1429.9,2021-11-19T21:28:17.808+00:00
1436.6,2021-11-19T21:32:17.921+00:00
1434.5,2021-11-19T21:36:17.865+00:00
1431.5,2021-11-19T21:40:18.059+00:00
1429.3,2021-11-19T21:44:17.788+00:00
1426.8,2021-11-19T21:48:17.695+00:00
1426.6,2021-11-19T21:52:17.853+00:00
1418.1,2021-11-19T21:56:17.798+00:00
1412.2,2021-11-19T22:00:17.925+00:00
1413.2,2021-11-19T22:04:17.905+00:00
1422.3,2021-11-19T22:08:17.926+00:00
1422.8,2021-11-19T22:12:17.741+00:00
1425.3,2021-11-19T22:16:17.888+00:00
1419.4,2021-11-19T22:20:17.987+00:00
1420.4,2021-11-19T22:24:20.093+00:00
1419.9,2021-11-19T22:28:17.864+00:00
1426.8,2021-11-19T22:32:17.792+00:00
1439.2,2021-11-19T22:36:17.772+00:00
1442.7,2021-11-19T22:40:17.822+00:00
1434.7,2021-11-19T22:44:17.775+00:00
1425.8,2021-11-19T22:48:17.862+00:00
1426.1,2021-11-19T22:52:17.78+00:00
1433.0,2021-11-19T22:56:17.874+00:00
1437.1,2021-11-19T23:00:17.943+00:00
1432.0,2021-11-19T23:04:17.869+00:00
1432.5,2021-11-19T23:08:17.874+00:00
1420.9,2021-11-19T23:12:17.884+00:00
1413.0,2021-11-19T23:16:17.893+00:00
1414.3,2021-11-19T23:20:17.901+00:00
1423.5,2021-11-19T23:24:17.91+00:00
1432.7,2021-11-19T23:28:17.981+00:00
1422.3,2021-11-19T23:32:17.885+00:00
1413.1,2021-11-19T23:36:17.868+00:00
1418.7,2021-11-19T23:40:17.879+00:00
